flightNumber,callSign,entryTime,speed_in,wtCat,route,nodeOri,tOri,nodeDest,tDest,travelTime,linkType,timeOnPMSRing
6,ZH9218_34212209.csv,42886.7160485113,154.33333333333334,1,8 1 2 7 17 18 19,2,43013.27931434572,7,43407.715978985594,394.4366646398801,pms,67.56660926352072
6,ZH9218_34212209.csv,42886.7160485113,154.33333333333334,1,8 1 2 7 17 18 19,7,43407.715978985594,17,43475.0869885367,67.37100955110614,normal,0.0
6,ZH9218_34212209.csv,42886.7160485113,154.33333333333334,1,8 1 2 7 17 18 19,17,43475.0869885367,18,43558.78001884247,83.69303030577521,normal,0.0
6,ZH9218_34212209.csv,42886.7160485113,154.33333333333334,1,8 1 2 7 17 18 19,18,43558.78001884247,19,43646.52294937513,87.74293053265765,normal,0.0
7,HU7776_341f831b.csv,4452.071917022494,152.79000000000002,1,8 1 2 7 17 18 19,8,4452.071917022494,1,4556.984163407822,104.91224638532839,normal,0.0
7,HU7776_341f831b.csv,4452.071917022494,152.79000000000002,1,8 1 2 7 17 18 19,1,4556.984163407822,2,4848.635182856913,291.6510194490911,normal,0.0
7,HU7776_341f831b.csv,4452.071917022494,152.79000000000002,1,8 1 2 7 17 18 19,2,4848.635182856913,7,5299.540715792846,450.90553293593297,pms,124.03547755957355
7,HU7776_341f831b.csv,4452.071917022494,152.79000000000002,1,8 1 2 7 17 18 19,7,5299.540715792846,17,5366.911725343952,67.37100955110614,normal,0.0
7,HU7776_341f831b.csv,4452.071917022494,152.79000000000002,1,8 1 2 7 17 18 19,17,5366.911725343952,18,5450.604755649727,83.69303030577521,normal,0.0
7,HU7776_341f831b.csv,4452.071917022494,152.79000000000002,1,8 1 2 7 17 18 19,18,5450.604755649727,19,5538.347686182385,87.74293053265765,normal,0.0
8,ZH9112_34216b61.csv_1,49082.79626097184,144.5588888888889,1,8 1 2 7 17 18 19,8,49082.79626097184,1,49193.6821583969,110.8858974250624,normal,0.0
8,ZH9112_34216b61.csv_1,49082.79626097184,144.5588888888889,1,8 1 2 7 17 18 19,1,49193.6821583969,2,49501.93964158686,308.2574831899646,normal,0.0
8,ZH9112_34216b61.csv_1,49082.79626097184,144.5588888888889,1,8 1 2 7 17 18 19,2,49501.93964158686,7,49941.15314387943,439.21350229257314,pms,93.7316288164922
8,ZH9112_34216b61.csv_1,49082.79626097184,144.5588888888889,1,8 1 2 7 17 18 19,7,49941.15314387943,17,50012.360225148754,71.20708126931859,normal,0.0
8,ZH9112_34216b61.csv_1,49082.79626097184,144.5588888888889,1,8 1 2 7 17 18 19,17,50012.360225148754,18,50100.81869490255,88.4584697537909,normal,0.0
8,ZH9112_34216b61.csv_1,49082.79626097184,144.5588888888889,1,8 1 2 7 17 18 19,18,50100.81869490255,19,50193.557664184395,92.73896928184813,normal,0.0
9,ZH9902_342164b6.csv_1,52798.57871693734,150.73222222222222,1,8 1 2 7 17 18 19,8,52798.57871693734,1,52904.92321242008,106.34449548273902,normal,0.0
